TP,Kn,Nu,Wrn,Ukr,Tgl Msk,Umur,Awal,Masuk,Jual,Kirim,Akhir,STR,SSR
Sepatu,N/A,2,N/A,N/A,2/12/2015,3509,0,0,0,0,0,0.00,0.00
Sandal,Linen,2,N/A,N/A,1/27/2024,238,6,0,0,6,0,0.00,0.00
Sandal,Linen,3,Hijau,N/A,1/27/2024,238,6,0,2,4,0,0.33,3.00
Tas,N/A,1,N/A,N/A,7/20/2012,4446,2,0,0,0,2,0.00,0.00
Topi,N/A,1,N/A,N/A,1/17/2018,2439,27,0,0,0,27,0.00,0.00
Ikat Pinggang,Denim,1,N/A,N/A,4/3/2024,171,7,0,0,0,7,0.00,0.00
Ikat Pinggang,Denim,1,Hijau,N/A,4/3/2024,171,0,10,1,0,9,0.10,10.00
Ikat Pinggang,Denim,1,Khaki,N/A,4/3/2024,171,0,10,9,0,1,0.90,1.11
Kacamata,Kain Satin,2,Magenta,N/A,8/1/2024,51,0,2,0,0,2,0.00,0.00
Aksesori Lain,Kain Satin,2,Hijau,N/A,8/1/2024,51,0,2,0,0,2,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,4XL,8/12/2023,406,4,0,0,4,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,5XL,8/12/2023,406,3,0,0,3,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,6XL,8/12/2023,406,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,7XL,8/12/2023,406,0,0,0,0,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,8XL,8/12/2023,406,3,0,1,2,0,0.33,3.00
Pakaian Bayi,Denim,4,Light Gray,9XL,8/12/2023,406,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,10XL,8/12/2023,406,0,0,0,0,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,S/M,8/12/2023,406,0,1,1,0,0,1.00,1.00
Pakaian Bayi,Denim,4,Light Gray,XL/XXL,8/12/2023,406,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Denim,4,Light Gray,4XL/5XL,8/12/2023,406,0,0,0,0,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Perak,4XL,9/14/2023,373,1,0,0,0,1,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Perak,5XL,9/14/2023,373,1,0,1,0,0,1.00,1.00
Pakaian Bayi,Kain Canvas,6,Perak,7XL,9/14/2023,373,2,0,0,0,2,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Perak,8XL,9/14/2023,373,1,1,0,0,2,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Perak,9XL,9/14/2023,373,2,1,1,0,2,0.33,3.00
Pakaian Bayi,Kain Canvas,6,Perak,10XL,9/14/2023,373,4,0,0,0,4,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Perak,S/M,9/14/2023,373,3,2,3,0,2,0.60,1.67
Pakaian Bayi,Kain Canvas,6,Perak,XL/XXL,9/14/2023,373,1,0,1,0,0,1.00,1.00
Pakaian Bayi,Kain Canvas,6,Perak,4XL/5XL,9/14/2023,373,2,0,0,0,2,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,4XL,9/14/2023,373,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,8XL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,9XL,9/14/2023,373,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,10XL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,S/M,9/14/2023,373,3,0,0,3,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,XL/XXL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Canvas,6,Coral,4XL/5XL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,4XL,12/15/2023,281,1,1,0,1,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,5XL,12/15/2023,281,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,6XL,12/15/2023,281,2,1,0,2,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,7XL,12/15/2023,281,2,1,0,2,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,8XL,12/15/2023,281,2,2,0,2,2,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,9XL,12/15/2023,281,1,2,0,1,2,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,10XL,12/15/2023,281,1,3,0,1,3,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Perak,S/M,12/15/2023,281,2,5,1,2,4,0.14,7.00
Pakaian Bayi,Kain Canvas,7,Perak,4XL/5XL,12/15/2023,281,1,1,1,0,1,0.50,2.00
Pakaian Bayi,Kain Canvas,7,Coral,4XL,12/15/2023,281,0,1,0,0,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,5XL,12/15/2023,281,0,1,0,0,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,6XL,12/15/2023,281,0,2,0,0,2,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,7XL,12/15/2023,281,0,2,0,0,2,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,8XL,12/15/2023,281,3,0,2,0,1,0.67,1.50
Pakaian Bayi,Kain Canvas,7,Coral,9XL,12/15/2023,281,4,0,1,0,3,0.25,4.00
Pakaian Bayi,Kain Canvas,7,Coral,10XL,12/15/2023,281,3,0,0,0,3,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,S/M,12/15/2023,281,3,0,1,0,2,0.33,3.00
Pakaian Bayi,Kain Canvas,7,Coral,XL/XXL,12/15/2023,281,1,0,0,0,1,0.00,0.00
Pakaian Bayi,Kain Canvas,7,Coral,4XL/5XL,12/15/2023,281,2,0,1,0,1,0.50,2.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,4XL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,5XL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,6XL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,7XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,8XL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,9XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,10XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,XL/XXL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Cyan,4XL/5XL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,6XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,7XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,9XL,12/23/2023,273,2,0,0,2,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,10XL,12/23/2023,273,0,0,0,0,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,S/M,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Bayi,Kain Kain Anti Luntur,1,Light Gray,XL/XXL,12/23/2023,273,1,0,0,1,0,0.00,0.00
Pakaian Anak,Denim,1,Plum,7XL,8/22/2023,396,1,0,0,0,1,0.00,0.00
Pakaian Anak,Denim,1,Plum,9XL,8/22/2023,396,0,0,0,0,0,0.00,0.00
Pakaian Anak,Denim,1,Plum,10XL,8/22/2023,396,2,0,0,0,2,0.00,0.00
Pakaian Anak,Denim,1,Plum,XL/XXL,8/22/2023,396,2,0,0,0,2,0.00,0.00
Pakaian Anak,Denim,1,Plum,4XL/5XL,8/22/2023,396,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Velvet,2,Cyan,4XL,8/29/2023,389,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Velvet,2,Cyan,5XL,8/29/2023,389,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,2,Cyan,6XL,8/29/2023,389,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,2,Cyan,7XL,8/29/2023,389,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Velvet,2,Cyan,8XL,8/29/2023,389,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,2,Cyan,9XL,8/29/2023,389,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Velvet,2,Cyan,10XL,8/29/2023,389,2,0,1,0,1,0.50,2.00
Pakaian Anak,Kain Velvet,2,Cyan,S/M,8/29/2023,389,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Velvet,2,Cyan,XL/XXL,8/29/2023,389,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,2,Cyan,4XL/5XL,8/29/2023,389,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,4XL,12/15/2023,281,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,5XL,12/15/2023,281,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,6XL,12/15/2023,281,0,1,0,0,1,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,7XL,12/15/2023,281,1,2,0,0,3,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,8XL,12/15/2023,281,0,3,0,0,3,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,9XL,12/15/2023,281,3,0,1,0,2,0.33,3.00
Pakaian Anak,Kain Velvet,3,Perak,10XL,12/15/2023,281,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,S/M,12/15/2023,281,0,4,0,0,4,0.00,0.00
Pakaian Anak,Kain Velvet,3,Perak,XL/XXL,12/15/2023,281,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,5XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,6XL,11/23/2023,303,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,7XL,11/23/2023,303,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,8XL,11/23/2023,303,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,9XL,11/23/2023,303,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Velvet,4,Coral,10XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,XL/XXL,11/23/2023,303,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Velvet,4,Coral,4XL/5XL,11/23/2023,303,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,4XL,4/4/2024,170,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,5XL,4/4/2024,170,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,6XL,4/4/2024,170,3,0,0,1,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,7XL,4/4/2024,170,4,0,1,2,1,0.25,4.00
Pakaian Anak,Kain Nilon,1,Chocolate,8XL,4/4/2024,170,6,0,0,4,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,9XL,4/4/2024,170,4,0,1,2,1,0.25,4.00
Pakaian Anak,Kain Nilon,1,Chocolate,10XL,4/4/2024,170,6,0,0,3,3,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,S/M,4/4/2024,170,6,0,2,1,3,0.33,3.00
Pakaian Anak,Kain Nilon,1,Chocolate,XL/XXL,4/4/2024,170,3,0,0,1,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Chocolate,4XL/5XL,4/4/2024,170,3,0,1,1,1,0.33,3.00
Pakaian Anak,Kain Nilon,1,Bright Red,4XL,4/4/2024,170,3,0,0,1,2,0.00,0.00
Pakaian Anak,Kain Nilon,1,Bright Red,5XL,4/4/2024,170,3,0,1,1,1,0.33,3.00
Pakaian Anak,Kain Nilon,1,Bright Red,6XL,4/4/2024,170,6,0,1,2,3,0.17,6.00
Pakaian Anak,Kain Nilon,1,Bright Red,7XL,4/4/2024,170,6,0,1,2,3,0.17,6.00
Pakaian Anak,Kain Nilon,1,Bright Red,8XL,4/4/2024,170,9,0,0,6,3,0.00,0.00
Pakaian Anak,Kain Nilon,1,Bright Red,9XL,4/4/2024,170,8,0,0,7,1,0.00,0.00
Pakaian Anak,Kain Nilon,1,Bright Red,10XL,4/4/2024,170,11,0,0,2,9,0.00,0.00
Pakaian Anak,Kain Nilon,1,Bright Red,S/M,4/4/2024,170,9,0,1,2,6,0.11,9.00
Pakaian Anak,Kain Nilon,1,Bright Red,XL/XXL,4/4/2024,170,5,0,0,1,4,0.00,0.00
Pakaian Anak,Kain Nilon,1,Bright Red,4XL/5XL,4/4/2024,170,5,0,0,1,4,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,4XL,7/31/2024,52,0,1,0,0,1,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,5XL,7/31/2024,52,0,1,0,0,1,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,6XL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,7XL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,8XL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,9XL,7/31/2024,52,0,2,1,0,1,0.50,2.00
Pakaian Anak,Kain Suede,6,Coral,10XL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,S/M,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,XL/XXL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Suede,6,Coral,4XL/5XL,7/31/2024,52,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,4XL,3/1/2024,204,0,4,0,2,2,0.00,0.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,5XL,3/1/2024,204,0,3,1,1,1,0.33,3.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,6XL,3/1/2024,204,0,4,0,2,2,0.00,0.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,7XL,3/1/2024,204,2,1,1,1,1,0.33,3.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,8XL,3/1/2024,204,3,1,2,1,1,0.50,2.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,9XL,3/1/2024,204,3,3,1,2,3,0.17,6.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,10XL,3/1/2024,204,3,2,0,3,2,0.00,0.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,S/M,3/1/2024,204,1,3,0,2,2,0.00,0.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,XL/XXL,3/1/2024,204,2,1,1,1,1,0.33,3.00
Pakaian Anak,Kain Kain Tahan Air,1,Coral,4XL/5XL,3/1/2024,204,0,1,1,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,5XL,2/19/2024,215,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,6XL,2/19/2024,215,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,7XL,2/19/2024,215,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,8XL,2/19/2024,215,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,9XL,2/19/2024,215,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,10XL,2/19/2024,215,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,S/M,2/19/2024,215,2,0,1,0,1,0.50,2.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,XL/XXL,2/19/2024,215,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coklat,4XL/5XL,2/19/2024,215,2,0,1,0,1,0.50,2.00
Pakaian Anak,Kain Tahan Angin,1,Coral,6XL,2/19/2024,215,2,0,2,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coral,7XL,2/19/2024,215,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coral,8XL,2/19/2024,215,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coral,9XL,2/19/2024,215,3,0,0,0,3,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coral,10XL,2/19/2024,215,2,0,1,0,1,0.50,2.00
Pakaian Anak,Kain Tahan Angin,1,Coral,S/M,2/19/2024,215,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Tahan Angin,1,Coral,XL/XXL,2/19/2024,215,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Tahan Angin,1,Coral,4XL/5XL,2/19/2024,215,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Kain Batik,1,Perak,4XL,5/31/2024,113,0,5,0,2,3,0.00,0.00
Pakaian Anak,Kain Kain Batik,1,Perak,5XL,5/31/2024,113,0,4,0,2,2,0.00,0.00
Pakaian Anak,Kain Kain Batik,1,Perak,6XL,5/31/2024,113,0,7,1,3,3,0.14,7.00
Pakaian Anak,Kain Kain Batik,1,Perak,7XL,5/31/2024,113,0,4,1,3,0,0.25,4.00
Pakaian Anak,Kain Kain Batik,1,Perak,8XL,5/31/2024,113,0,7,1,3,3,0.14,7.00
Pakaian Anak,Kain Kain Batik,1,Perak,9XL,5/31/2024,113,0,6,1,3,2,0.17,6.00
Pakaian Anak,Kain Kain Batik,1,Perak,10XL,5/31/2024,113,0,6,1,2,3,0.17,6.00
Pakaian Anak,Kain Kain Batik,1,Perak,S/M,5/31/2024,113,0,6,1,2,3,0.17,6.00
Pakaian Anak,Kain Kain Batik,1,Perak,XL/XXL,5/31/2024,113,0,4,1,1,2,0.25,4.00
Pakaian Anak,Kain Kain Batik,1,Perak,4XL/5XL,5/31/2024,113,0,4,0,2,2,0.00,0.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,4XL,2/29/2024,205,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,5XL,2/29/2024,205,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,6XL,2/29/2024,205,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,7XL,2/29/2024,205,2,2,2,0,2,0.50,2.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,8XL,2/29/2024,205,2,2,2,0,2,0.50,2.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,9XL,2/29/2024,205,2,2,2,0,2,0.50,2.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,10XL,2/29/2024,205,0,2,0,0,2,0.00,0.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,S/M,2/29/2024,205,2,2,2,0,2,0.50,2.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,XL/XXL,2/29/2024,205,1,1,1,0,1,0.50,2.00
Pakaian Anak,Kain Kain Tie Dye,1,Plum,4XL/5XL,2/29/2024,205,0,1,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,4XL,1/11/2024,254,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Kain Printed,1,Coral,5XL,1/11/2024,254,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,6XL,1/11/2024,254,2,0,1,0,1,0.50,2.00
Pakaian Anak,Kain Kain Printed,1,Coral,7XL,1/11/2024,254,2,0,0,0,2,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,8XL,1/11/2024,254,4,0,2,0,2,0.50,2.00
Pakaian Anak,Kain Kain Printed,1,Coral,9XL,1/11/2024,254,4,0,0,0,4,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,10XL,1/11/2024,254,4,0,0,0,4,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,S/M,1/11/2024,254,5,0,1,0,4,0.20,5.00
Pakaian Anak,Kain Kain Printed,1,Coral,XL/XXL,1/11/2024,254,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Printed,1,Coral,4XL/5XL,1/11/2024,254,2,0,2,0,0,1.00,1.00
Pakaian Anak,N/A,1,Hitam,5XL,11/23/2023,303,0,1,0,0,1,0.00,0.00
Pakaian Anak,N/A,1,Hitam,6XL,11/23/2023,303,1,1,0,1,1,0.00,0.00
Pakaian Anak,N/A,1,Hitam,7XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Hitam,8XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Hitam,9XL,11/23/2023,303,1,2,0,1,2,0.00,0.00
Pakaian Anak,N/A,1,Hitam,10XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Hitam,S/M,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Hitam,XL/XXL,11/23/2023,303,0,1,0,0,1,0.00,0.00
Pakaian Anak,N/A,1,Hitam,4XL/5XL,11/23/2023,303,0,1,1,0,0,1.00,1.00
Pakaian Anak,N/A,1,Navy,5XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,N/A,1,Navy,7XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,N/A,1,Magenta,6XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,N/A,1,Magenta,7XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,N/A,1,Magenta,8XL,11/23/2023,303,2,0,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Magenta,9XL,11/23/2023,303,2,0,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Magenta,10XL,11/23/2023,303,1,1,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Magenta,S/M,11/23/2023,303,2,1,1,0,2,0.33,3.00
Pakaian Anak,N/A,1,Magenta,4XL/5XL,11/23/2023,303,1,0,1,0,0,1.00,1.00
Pakaian Anak,N/A,1,Turquoise,4XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,5XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,6XL,11/23/2023,303,2,2,0,2,2,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,7XL,11/23/2023,303,1,2,0,1,2,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,8XL,11/23/2023,303,0,2,0,0,2,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,9XL,11/23/2023,303,0,0,0,0,0,0.00,0.00
Pakaian Anak,N/A,1,Turquoise,10XL,11/23/2023,303,1,2,1,0,2,0.33,3.00
Pakaian Anak,N/A,1,Turquoise,S/M,11/23/2023,303,1,1,1,0,1,0.50,2.00
Pakaian Anak,N/A,1,Turquoise,4XL/5XL,11/23/2023,303,0,1,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,4XL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,5XL,9/14/2023,373,1,0,0,1,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,6XL,9/14/2023,373,1,0,0,0,1,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,7XL,9/14/2023,373,3,0,1,2,0,0.33,3.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,8XL,9/14/2023,373,2,0,0,2,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,9XL,9/14/2023,373,5,0,0,1,4,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,10XL,9/14/2023,373,3,0,1,2,0,0.33,3.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,S/M,9/14/2023,373,3,0,0,2,1,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,XL/XXL,9/14/2023,373,5,0,1,3,1,0.20,5.00
Pakaian Anak,Kain Kain Microfleece,1,Light Gray,4XL/5XL,9/14/2023,373,3,0,0,1,2,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,4XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,5XL,2/24/2024,210,1,0,1,0,0,1.00,1.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,6XL,2/24/2024,210,1,0,0,1,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,7XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,8XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,9XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,10XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,S/M,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,XL/XXL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Anak,Kain Kain Microfleece,2,Cyan,4XL/5XL,2/24/2024,210,0,0,0,0,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,4XL,8/25/2023,393,1,0,0,1,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,6XL,8/25/2023,393,1,0,0,1,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,7XL,8/25/2023,393,0,0,0,0,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,9XL,8/25/2023,393,0,0,0,0,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,10XL,8/25/2023,393,0,0,0,0,0,0.00,0.00
Pakaian Remaja,Denim,5,Plum,4XL/5XL,8/25/2023,393,0,0,0,0,0,0.00,0.00
Pakaian Remaja,Kain Velvet,3,Coklat,4XL,2/28/2024,206,2,0,1,0,1,0.50,2.00
Pakaian Remaja,Kain Velvet,3,Coklat,5XL,2/28/2024,206,1,0,0,0,1,0.00,0.00
Pakaian Remaja,Kain Velvet,3,Coklat,6XL,2/28/2024,206,2,0,1,0,1,0.50,2.00
Pakaian Remaja,Kain Velvet,3,Coklat,7XL,2/28/2024,206,2,0,1,0,1,0.50,2.00
Pakaian Remaja,Kain Velvet,3,Coklat,8XL,2/28/2024,206,1,0,1,0,0,1.00,1.00
Pakaian Remaja,Kain Velvet,3,Coklat,9XL,2/28/2024,206,1,0,1,0,0,1.00,1.00
